response time (ms), current time, seed
115.935220, 1840018.045960, 1057901451
115.911032, 1845003.867320, 1772478816
115.929884, 1850004.348207, 383734379
115.906496, 1855001.608026, 365546452
115.909059, 1860000.302613, 758324953
115.897600, 1865002.537264, 2014353640
115.898287, 1870002.181449, 1692628508
115.912982, 1875003.070714, 321775987
115.908131, 1880003.870076, 1800189561
115.880954, 1885000.342443, 391575120
115.861085, 1890000.239977, 574738614
115.865807, 1895004.266322, 530405186
115.845216, 1900001.616880, 1277120583
115.837328, 1905008.760792, 1311985216
115.872080, 1910000.668652, 117973601
115.925852, 1915000.278629, 424684555
115.938598, 1920010.921105, 1952894948
115.932723, 1925000.108323, 385276274
115.936047, 1930001.140608, 1057753921
115.956458, 1935008.818981, 1939641207
115.959481, 1940001.299103, 825491649
115.971612, 1945003.618990, 903205929
115.956867, 1950001.581452, 963607916
115.974560, 1955001.520230, 1847034457
115.954454, 1960000.072492, 1505048651
115.940940, 1965003.961191, 755592776
115.924010, 1970000.077407, 1764146421
115.912362, 1975000.148535, 142563226
115.893464, 1980001.486348, 1182264823
115.887367, 1985002.301480, 1310993252
115.867902, 1990001.650029, 1677589837
115.892265, 1995006.344337, 478662710
115.916661, 2000001.740413, 964581002
115.936640, 2005000.740093, 2113574162
115.952105, 2010000.663941, 116671070
115.947228, 2015003.166420, 527604028
115.937896, 2020000.896233, 284653719
115.944790, 2025005.405572, 2017276940
115.932075, 2030000.143065, 1118332739
115.937699, 2035004.051306, 1029480645
115.955270, 2040003.669001, 1605078160
115.970843, 2045004.425733, 1576107395
115.981878, 2050001.840096, 1067024453
115.958493, 2055000.051871, 1721623713
115.955154, 2060001.700879, 1723449701
115.951399, 2065002.678876, 666429150
115.989216, 2070006.524782, 2086724349
115.986205, 2075002.588167, 1431609294
115.971194, 2080000.909794, 215893442
115.968610, 2085004.159362, 32503795
115.949443, 2090001.240282, 2047169868
115.940202, 2095002.691675, 270756170
115.931027, 2100001.369668, 1075176825
115.920800, 2105004.775124, 1775139243
115.906935, 2110001.278272, 1330655123
115.922414, 2115003.376713, 916887885
115.928615, 2120001.953911, 465728949
115.933528, 2125006.598136, 1145503808
115.937061, 2130001.625803, 1859428177
115.959299, 2135004.681206, 995894862
115.950466, 2140005.321164, 528516750
115.942888, 2145000.713041, 290433821
115.970449, 2150006.287246, 96686005
115.954307, 2155000.682770, 252408597
115.950770, 2160002.794414, 1391188559
115.950839, 2165006.372717, 1251418316
115.991813, 2170006.882919, 158481011
115.987875, 2175001.373584, 1926486500
115.967865, 2180000.425483, 1855861231
115.958318, 2185003.854610, 1203073764
115.968874, 2190000.382612, 1905828129
115.972489, 2195000.872115, 78357615
115.966491, 2200001.744920, 261239440
115.960740, 2205001.763443, 937231233
115.951497, 2210000.016938, 1964708116
115.972236, 2215001.800673, 1190772871
115.974212, 2220011.078610, 442803473
115.967843, 2225000.021895, 363708867
115.992055, 2230000.294757, 1202737811
116.006694, 2235005.040997, 1343942530
116.022637, 2240000.040061, 357993977
116.021960, 2245000.184254, 641846445
116.019950, 2250004.830981, 895111616
116.006010, 2255001.633837, 982469231
115.990656, 2260000.248215, 744851864
115.985167, 2265001.680548, 631848336
116.007344, 2270001.452833, 1693714831
116.004237, 2275001.805012, 1718370843
115.992392, 2280001.833886, 2055410474
115.996230, 2285000.609514, 1756429130
115.999571, 2290001.517825, 1080385524
115.994235, 2295000.968464, 1290743127
115.992096, 2300001.416727, 810431510
116.017782, 2305004.095386, 346702233
116.014185, 2310012.313526, 308053815
116.026273, 2315002.415902, 540165052
116.028173, 2320009.522282, 1137278262
116.029937, 2325004.120254, 775376086
116.031864, 2330000.049970, 455439953
116.009212, 2335003.822875, 1104986896
116.015034, 2340006.934089, 22105589
116.012551, 2345004.287546, 244731547
116.019403, 2350000.787867, 859711356
116.039956, 2355003.325008, 1835999203
116.050834, 2360001.825531, 1710771344
116.048156, 2365004.468328, 2045595944
116.049098, 2370000.063990, 837026387
116.039534, 2375010.428765, 2079392290
116.038890, 2380006.606153, 2064216224
116.040772, 2385001.059523, 724413020
116.053940, 2390000.701145, 1871647009
116.026725, 2395012.899171, 1534652622
116.015571, 2400000.378266, 268785048
116.014733, 2405000.602634, 84180023
115.997427, 2410010.740784, 2092598074
116.006116, 2415001.868397, 1480873196
116.007712, 2420000.826665, 1100044147
116.005287, 2425002.453863, 567769111
115.998105, 2430002.372637, 815230082
115.996025, 2435012.403341, 1696054376
115.976498, 2440000.543869, 1722686064
115.955032, 2445000.589606, 1034242699
115.949335, 2450005.185049, 337311553
115.917792, 2455001.029972, 2117504268
115.914683, 2460000.187657, 1721657540
115.910708, 2465003.786666, 163881484
115.902459, 2470009.588417, 1989907669
115.907567, 2475004.729458, 1833947125
115.921936, 2480005.322098, 526065441
115.911315, 2485001.400631, 1632111599
115.919289, 2490001.413284, 362689384
115.907422, 2495000.167321, 1254338380
115.904316, 2500001.743409, 1103683598
115.873992, 2505000.509921, 2036373401
115.889203, 2510013.138415, 1043693129
115.882324, 2515001.696087, 1839679603
115.876954, 2520000.181619, 606379179
115.904606, 2525001.877364, 2087079581
115.900324, 2530000.000172, 800682978
115.890792, 2535001.409673, 1969172297
115.928537, 2540029.422087, 493385855
115.949507, 2545006.729670, 1891551967
115.978091, 2550003.424195, 1020115210
115.985622, 2555000.431564, 953406059
115.990356, 2560001.476137, 914140830
115.986216, 2565000.710944, 1905073215
115.975579, 2570001.859409, 895286849
115.996277, 2575000.962693, 1039865207
116.000213, 2580000.315407, 1442073331
115.991514, 2585006.515094, 1275224912
115.997981, 2590005.068709, 922803537
115.999116, 2595008.897516, 536293808
115.993750, 2600002.003836, 2095422116
115.983494, 2605000.149237, 2053979
115.967156, 2610003.879601, 1852206239
115.966884, 2615000.126328, 1893018116
115.975111, 2620002.456247, 72900137
115.976931, 2625000.403404, 1352433903
115.988233, 2630038.932943, 732806604
116.009329, 2635000.159892, 596331239
116.000644, 2640006.565651, 131116798
115.998077, 2645000.640969, 1912158159
116.001532, 2650014.694197, 824149967
116.006890, 2655004.326657, 480161480
116.001963, 2660000.032897, 359317739
116.004792, 2665002.278336, 1691426798
116.004410, 2670003.503845, 1298314681
116.010890, 2675006.969545, 466535369
115.990131, 2680006.528646, 998537608
115.980933, 2685003.080334, 1964636433
115.975750, 2690001.185368, 235640731
115.961253, 2695005.972374, 907716806
115.945958, 2700000.114075, 719236652
115.939857, 2705001.270246, 558096868
115.930012, 2710000.008234, 1160777260
115.923631, 2715000.349816, 2033488939
115.924914, 2720002.719879, 876887255
115.930678, 2725002.628892, 1616643813
115.959406, 2730006.979824, 979016303
115.969099, 2735003.740745, 1995291913
115.954398, 2740001.516224, 478301616
115.975011, 2745010.254524, 838457828
115.968756, 2750002.677557, 1564286813
115.955165, 2755000.130551, 586218755
115.958966, 2760000.881587, 154414550
115.942839, 2765001.487241, 1803147265
115.948947, 2770005.382336, 1105836468
115.958974, 2775001.346686, 463535722
115.953081, 2780005.678765, 97272281
115.957695, 2785006.523793, 2121234753
115.961859, 2790002.463405, 537905761
115.967366, 2795004.251406, 930771127
115.952796, 2800003.030326, 763337308
115.960773, 2805008.781624, 388280557
115.955648, 2810004.275899, 2115250843
115.963084, 2815007.269572, 1804006224
115.960630, 2820005.518807, 1631506835
115.966802, 2825001.098673, 1618227914
115.979255, 2830001.115690, 1150833398
115.974524, 2835002.373195, 1662523823
115.979734, 2840000.593935, 526105965
115.984815, 2845002.274791, 1518054382
115.965604, 2850004.384336, 1549638955
115.951547, 2855014.330765, 1710565835
115.936371, 2860002.632992, 1688436729
115.940078, 2865001.711639, 1031151980
115.958187, 2870003.066553, 1751145504
115.934934, 2875000.610332, 163915116
115.941159, 2880001.847579, 956641843
115.950002, 2885011.552582, 207243673
115.944891, 2890000.180652, 322750108
115.949495, 2895001.232570, 978027744
115.940231, 2900002.986820, 410506618
115.981161, 2905000.061933, 1657961024
115.968097, 2910000.558164, 712311532
115.962714, 2915004.812328, 1220125324
115.936999, 2920000.495897, 1059133778
115.958262, 2925001.849997, 363114892
115.975569, 2930004.198904, 885273206
115.988695, 2935008.183222, 2015533064
115.994667, 2940004.519026, 293852756
115.996657, 2945000.373512, 1472908680
116.005928, 2950004.253812, 1550082367
116.003143, 2955002.372924, 1219271993
115.980250, 2960000.919497, 329304120
115.975086, 2965000.543428, 417667932
115.954647, 2970000.023080, 1886831809
115.974838, 2975001.766342, 1683018066
115.982775, 2980003.272904, 1663937037
115.975176, 2985005.166914, 1447342376
115.957816, 2990000.039301, 1579993124
115.958746, 2995002.532500, 514791477
115.965446, 3000000.686522, 1144129837
115.970692, 3005001.092954, 512865399
115.956718, 3010001.022677, 1579242248
115.961564, 3015000.838485, 214441672
115.961802, 3020001.054408, 608598020
115.966942, 3025002.448260, 404688647
115.969943, 3030007.771710, 1865465732
115.961068, 3035005.552563, 214655537
115.958444, 3040003.651216, 113716729
115.941818, 3045002.646384, 1649728531
115.923562, 3050004.092289, 1247241679
115.914453, 3055002.342788, 875911897
115.910193, 3060003.671389, 205659240
115.941642, 3065007.415563, 582609117
115.942912, 3070004.097062, 1127643580
115.943115, 3075003.356637, 1249520324
115.926915, 3080014.712125, 773159496
115.921974, 3085000.170772, 270997900
115.942411, 3090005.198042, 1467272795
115.937687, 3095000.517826, 1010171326
115.941368, 3100001.127896, 1978007867
115.927285, 3105005.034764, 1650498500
115.921066, 3110005.749813, 1793296306
115.929731, 3115001.393308, 1850942878
115.924387, 3120006.181296, 1557496879
115.914775, 3125001.304096, 470768964
115.909515, 3130001.773945, 365961773
115.906623, 3135000.356441, 239327210
115.908818, 3140001.137014, 603973181
115.899214, 3145000.065310, 414399167
115.901602, 3150012.635149, 1426773358
115.906870, 3155001.594928, 845679242
115.908492, 3160000.048612, 847282564
115.915904, 3165003.962332, 2032715347
115.928201, 3170005.766313, 842080983
115.943911, 3175002.135452, 22245437
115.950103, 3180000.380994, 1554547321
115.934086, 3185000.541837, 573797046
115.926415, 3190005.563390, 1703258537
115.930587, 3195001.716622, 1300270708
115.910870, 3200001.968612, 2059097018
115.902178, 3205003.271583, 1544646663
115.894863, 3210003.500910, 14895284
115.902909, 3215003.934991, 2103374181
115.898239, 3220015.814422, 298862046
115.892097, 3225002.469583, 802923500
115.894119, 3230000.810792, 1455427622
115.879658, 3235013.404829, 1765154824
115.858699, 3240003.413311, 1147226344
115.849176, 3245010.986433, 892838692
115.858223, 3250001.857872, 28707163
115.867131, 3255002.640487, 1193352922
115.893598, 3260001.180756, 1104801204
115.866492, 3265000.661820, 876663568
115.875127, 3270001.293236, 891956215
115.868295, 3275002.215291, 1705450901
115.866466, 3280003.334185, 1105767634
115.850656, 3285004.257287, 788683777
115.868246, 3290000.742957, 620230705
115.872989, 3295003.418615, 1062751647
115.868307, 3300005.876883, 695534722
115.877040, 3305002.436351, 1560245241
115.887025, 3310000.237523, 1367587770
115.875812, 3315001.682697, 1692007615
115.892087, 3320009.258174, 1106405618
115.888944, 3325001.437250, 880754239
115.888856, 3330000.719331, 1579985203
115.875378, 3335000.451546, 943290238
115.878780, 3340013.458322, 1119199806
115.866421, 3345004.135578, 1512053846
115.867885, 3350009.676770, 299840318
115.859210, 3355002.394904, 1272389523
115.847730, 3360000.965339, 98848574
115.830484, 3365000.390373, 1474195050
115.824512, 3370000.697269, 1771140230
115.831971, 3375000.339028, 1951445583
115.836696, 3380004.922208, 322078892
115.841909, 3385003.136351, 292176230
115.842956, 3390002.383647, 1554500924
115.836899, 3395001.220558, 1854473836
115.830379, 3400003.491863, 312050445
115.821904, 3405001.094754, 1015304058
115.809190, 3410000.062552, 1428869405
115.814893, 3415011.808453, 1537748245
115.830227, 3420002.589704, 753401632
115.815590, 3425001.572803, 1696762835
115.806358, 3430004.970584, 507814350
115.814175, 3435002.533214, 701725785
115.805963, 3440004.529859, 1412158837
115.805987, 3445001.374485, 1699582288
115.789066, 3450001.804899, 975123550
115.785304, 3455013.927510, 78321918
115.784053, 3460006.589014, 736301005
115.787771, 3465008.195452, 1297165541
115.774399, 3470001.235672, 763776358
115.786529, 3475000.434530, 678792070
115.774266, 3480002.654318, 883132878
115.769380, 3485004.465429, 1816720545
115.780112, 3490000.075277, 2025784182
115.771021, 3495000.850985, 706553099
115.777939, 3500000.592603, 1848471813
115.756415, 3505008.874940, 1672255690
115.742443, 3510003.398340, 793190753
115.747478, 3515005.781347, 779173855
115.734369, 3520001.446317, 770969718
115.745998, 3525000.433646, 1261729601
115.748458, 3530009.138400, 1025348959
115.737345, 3535004.770557, 2009727241
115.743295, 3540005.571460, 1361163276
115.739947, 3545002.093997, 341111875
115.729838, 3550002.818129, 1203822810
115.737630, 3555003.467272, 78893794
115.734742, 3560001.036541, 2121882445
115.730926, 3565003.680245, 1003203835
115.736906, 3570002.127259, 831300052
115.733599, 3575000.267473, 1187105631
115.717336, 3580004.258873, 322679104
115.732661, 3585000.744517, 328859090
115.720861, 3590000.435125, 1650577792
115.721993, 3595003.365204, 1962131081
93.598701, 381.319546, 886529278
105.689055, 5001.441047, 2117790132
113.464505, 10001.391411, 533421653
116.443867, 15008.972633, 1043703252
114.145492, 20001.560942, 1570661597
114.849150, 25003.971651, 1759586902
114.046749, 30005.805201, 548885885
115.111775, 35004.596938, 1817374925
114.231503, 40000.747080, 140079926
114.433186, 45005.045939, 535504707
114.205882, 50000.489440, 1400773350
114.257700, 55006.807297, 1388940086
114.450292, 60000.392180, 585313371
114.111825, 65000.958921, 390244802
113.479974, 70001.110085, 1507690286
113.587783, 75002.240881, 996867157
113.734017, 80002.055254, 1696883609
113.736502, 85001.913155, 700952279
114.191146, 90009.206607, 1670858979
114.390204, 95005.889352, 1897183284
114.266352, 100000.784548, 1281762449
114.456562, 105006.600380, 1206982469
115.168476, 110001.250781, 923088277
114.707428, 115002.067703, 567481957
114.542599, 120000.264555, 167815536
114.665526, 125008.702484, 614397407
114.874597, 130001.314650, 2065995917
115.191171, 135004.149994, 309348940
115.603127, 140001.614363, 1316915893
115.535569, 145000.463614, 949573426
115.472102, 150009.030226, 506675306
115.457473, 155005.959245, 1800313710
115.377394, 160000.935200, 97013006
116.296402, 165000.058195, 103009453
115.906788, 170010.602355, 334683943
115.647670, 175001.759336, 1811495253
115.532760, 180000.864393, 180231924
115.500143, 185003.954466, 691501982
115.748858, 190003.411095, 1788879427
115.675654, 195006.737373, 88298568
115.617406, 200000.111923, 914397773
115.343661, 205001.220348, 2018691095
115.271394, 210001.721301, 1472749404
115.157235, 215002.117349, 870651628
115.233264, 220014.980736, 1301589754
115.157148, 225000.417288, 1389757419
115.242202, 230000.216968, 335569633
